"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"BOS","Veteran","Medium","Medium","80","Medium","Low","Low","Positive","Low","Medium","Medium","Elite","Medium"
"DAL","Veteran","Tall","Medium","33","Low","Low","Low","Positive","Low","Medium","Medium","Solid","Low"
"SAC","Prime","Short","Light","62","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"MIN","Young","Medium","Medium","42","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"NJN","Young","Tall","Medium","37","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"TOR","Young","Medium","Medium","72","Low","Medium","Low","Average","High","Medium","Low","Elite","Low"
"IND","Young","Medium","Light","50","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"PHX","Prime","Short","Light","59","Low","Low","Low","Negative","Low","Low","High","LowEff","High"
"NOH","Prime","Tall","Medium","41","Low","Low","Low","Average","High","High","Low","Solid","Low"
"ORL","Prime","Medium","Medium","76","Low","Medium","Low","Positive","Medium","Medium","Medium","Solid","Low"
"GSW","Prime","Medium","Light","51","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"DEN","Veteran","Medium","Medium","73","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"ATL","Prime","Tall","Medium","77","Medium","Medium","Low","Average","Medium","High","Medium","Solid","Medium"
"UTA","Prime","Tall","Heavy","82","Medium","Medium","Low","Average","Medium","High","Medium","Solid","Low"
"GSW","Prime","Medium","Medium","71","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"LAC","Young","Medium","Medium","81","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"TOR","Young","Tall","Medium","34","Low","Low","Low","Average","Medium","High","Medium","LowEff","Low"
"CLE","Young","Medium","Medium","56","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"NYK","Prime","Tall","Medium","78","High","Medium","Low","Average","Medium","Medium","High","Solid","Medium"
"CLE","Prime","Tall","Medium","31","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"SAC","Young","Medium","Light","61","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"IND","Prime","Medium","Light","44","Low","Low","Low","Average","Low","Medium","Low","LowEff","High"
"CHI","Young","Medium","Medium","42","Low","Low","Low","Positive","Medium","Low","Low","Solid","Low"
"CHI","Prime","Tall","Medium","64","Low","Medium","Low","Positive","High","High","Low","Solid","Medium"
"PHI","Young","Medium","Medium","66","Low","Low","Low","Positive","Low","Low","Low","Solid","Low"
"ATL","Veteran","Medium","Medium","60","Medium","Low","Low","Positive","Low","Low","Medium","Solid","Medium"
"MIA","Prime","Medium","Medium","64","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"POR","Veteran","Tall","Medium","27","Low","Low","Low","Average","Medium","High","Low","LowEff","Low"
"NJN","Prime","Tall","Medium","59","Low","Low","Low","Negative","Medium","High","Low","LowEff","Low"
"CHI","Prime","Short","Light","49","Low","Low","Low","Positive","Low","Low","High","LowEff","High"
"SAC","Veteran","Medium","Medium","46","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"WAS","Young","Medium","Light","66","Medium","Low","High","Negative","Low","Medium","Medium","LowEff","High"
"MIL","Prime","Medium","Medium","35","Low","Low","Low","Average","High","High","Low","LowEff","Low"
"MIL","Young","Tall","Medium","46","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"DET","Prime","Tall","Medium","64","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Low"
"POR","Young","Short","Light","29","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"TOR","Young","Medium","Medium","31","Low","Low","Low","Average","Low","Medium","Medium","Solid","High"
"ATL","Veteran","Medium","Medium","30","Low","Low","Low","Average","Low","Low","Medium","LowEff","Low"
"NYK","Prime","Tall","Medium","21","Low","Low","Low","Positive","High","Medium","Low","Solid","Low"
"IND","Veteran","Medium","Medium","65","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"OKC","Prime","Medium","Medium","57","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Low"
"CHA","Prime","Medium","Medium","58","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"CHA","Young","Short","Light","48","Low","Low","Medium","Negative","Low","Low","Medium","LowEff","High"
"POR","Prime","Medium","Medium","47","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"HOU","Prime","Medium","Light","58","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"SAS","Young","Medium","Light","29","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"CHA","Young","Medium","Light","38","Low","Low","Low","Negative","Low","Low","High","LowEff","Medium"
"CHA","Veteran","Medium","Medium","32","Medium","Low","Low","Negative","Low","Medium","High","LowEff","Low"
"DEN","Prime","Medium","Light","59","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"ORL","Veteran","Medium","Medium","54","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NOH","Prime","Tall","Medium","40","Low","Low","Low","Average","Medium","Medium","Medium","Solid","Low"
"DAL","Veteran","Medium","Light","63","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"SAC","Prime","Tall","Medium","64","Low","Medium","Low","Average","High","Medium","Low","Solid","Low"
"IND","Prime","Medium","Medium","20","Low","Low","Low","Average","High","High","Low","LowEff","Low"
"ATL","Young","Medium","Light","66","Medium","Low","Medium","Positive","Low","Low","Medium","Solid","Medium"
"UTA","Young","Medium","Light","29","Low","Low","Low","Negative","High","Medium","Low","Elite","Low"
"NYK","Young","Medium","Light","35","Medium","Low","Medium","Positive","Low","Medium","High","Solid","High"
"MEM","Prime","Medium","Medium","44","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"GSW","Young","Tall","Medium","42","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"BOS","Veteran","Tall","Medium","25","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"WAS","Young","Medium","Light","64","Medium","Low","Low","Negative","Low","Low","High","LowEff","Medium"
"DET","Veteran","Medium","Medium","60","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"NJN","Prime","Medium","Light","39","Low","Low","Low","Negative","Low","Low","Medium","Solid","High"
"LAL","Young","Tall","Medium","39","Low","Low","Low","Average","High","High","Low","Solid","Low"
"CHI","Veteran","Medium","Medium","65","Low","Low","Low","Positive","Low","Medium","Low","Solid","Medium"
"HOU","Prime","Short","Medium","47","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","High"
"CLE","Young","Medium","Light","51","Medium","Low","Medium","Negative","Low","Medium","High","Solid","High"
"POR","Prime","Tall","Medium","55","Medium","Medium","Low","Average","Medium","Medium","High","Solid","Medium"
"DAL","Veteran","Tall","Medium","50","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"IND","Young","Medium","Medium","42","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"NOH","Young","Medium","Medium","42","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"NYK","Young","Medium","Medium","66","Low","Low","Low","Positive","Low","Medium","Low","LowEff","Medium"
"MIL","Young","Tall","Medium","52","Low","Low","Low","Positive","High","Medium","Low","LowEff","Low"
"PHI","Young","Medium","Medium","41","Low","Low","Low","Positive","Medium","High","Low","LowEff","Low"
"OKC","Prime","Medium","Medium","26","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Low"
"MIA","Prime","Medium","Medium","62","High","Medium","Medium","Positive","Low","Medium","High","Elite","High"
"IND","Prime","Medium","Light","64","Low","Low","Low","Average","Low","Low","High","LowEff","Medium"
"TOR","Prime","Medium","Medium","49","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"IND","Prime","Medium","Medium","60","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"PHI","Prime","Medium","Light","64","Medium","Low","Low","Positive","Low","Low","High","Solid","Medium"
"MIL","Prime","Medium","Medium","43","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"HOU","Veteran","Medium","Medium","66","Medium","Medium","Low","Average","Medium","Medium","Medium","Solid","Medium"
"POR","Young","Medium","Medium","40","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"CLE","Young","Medium","Medium","21","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"MIN","Veteran","Medium","Light","53","Low","Low","Medium","Average","Low","Low","Low","Solid","Medium"
"CLE","Veteran","Medium","Medium","30","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"CHI","Prime","Medium","Medium","54","Medium","Medium","Low","Positive","Low","Medium","Medium","LowEff","Medium"
"POR","Veteran","Medium","Medium","53","Low","Low","Low","Average","Medium","High","Low","LowEff","Low"
"NJN","Prime","Medium","Medium","62","Medium","High","Low","Negative","High","High","Medium","Solid","Low"
"DEN","Young","Tall","Medium","48","Low","Low","Low","Positive","High","High","Low","Elite","Low"
"LAL","Veteran","Medium","Medium","58","High","Low","Medium","Average","Low","Medium","High","Solid","Medium"
"NJN","Young","Tall","Medium","43","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"TOR","Prime","Medium","Medium","53","Low","Low","High","Average","Low","Low","Low","Solid","High"
"PHX","Prime","Medium","Medium","34","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"NYK","Young","Tall","Heavy","37","Low","Low","Low","Positive","Medium","High","Low","LowEff","Low"
"UTA","Veteran","Medium","Medium","43","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Low"
"LAL","Prime","Tall","Medium","50","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Medium"
"MEM","Young","Medium","Light","28","Low","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"ATL","Prime","Medium","Medium","66","Medium","Medium","Low","Positive","Medium","High","High","LowEff","Medium"
"PHI","Young","Medium","Light","65","Medium","Low","Medium","Average","Low","Low","Medium","LowEff","Medium"
"DEN","Young","Medium","Light","22","Low","Low","Low","Average","Low","Medium","Low","LowEff","High"
"MIA","Veteran","Medium","Medium","28","Low","Low","Low","Negative","High","Medium","Medium","LowEff","Low"
"DEN","Young","Medium","Medium","26","Low","Low","Low","Positive","Medium","Medium","Medium","LowEff","Medium"
"SAS","Young","Medium","Medium","64","Low","Low","Low","Positive","Medium","Medium","Low","Solid","Low"
"CHA","Young","Medium","Light","66","Low","Low","Medium","Negative","Low","Medium","High","LowEff","High"
"OKC","Prime","Tall","Medium","65","Low","Medium","Low","Average","Medium","Medium","Low","Solid","Low"
"DEN","Young","Medium","Medium","46","Low","Medium","Low","Average","High","High","Medium","Elite","Low"
"LAC","Veteran","Medium","Medium","42","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"OKC","Young","Medium","Medium","66","High","Medium","Low","Positive","Low","Medium","High","Elite","Medium"
"BOS","Veteran","Tall","Medium","60","Medium","Medium","Low","Positive","Low","High","High","Solid","Medium"
"MIN","Young","Tall","Medium","55","High","High","Low","Average","High","High","High","Solid","Low"
"HOU","Prime","Medium","Light","40","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"WAS","Young","Medium","Heavy","57","Low","Low","Low","Average","High","Medium","Medium","Solid","Low"
"BOS","Veteran","Medium","Light","46","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"ATL","Veteran","Medium","Light","48","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"GSW","Young","Medium","Medium","66","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"MEM","Prime","Medium","Medium","64","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"CLE","Prime","Medium","Light","35","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"ORL","Veteran","Tall","Medium","53","Low","Low","Medium","Average","Low","Medium","Medium","Solid","Medium"
"POR","Prime","Tall","Medium","20","Low","Low","Low","Negative","High","High","Low","Solid","Low"
"MEM","Prime","Tall","Medium","35","Low","Low","Low","Positive","High","High","Low","Solid","Low"
"PHX","Prime","Medium","Medium","35","Low","Low","Low","Negative","Medium","Medium","Medium","LowEff","Medium"
"NOH","Prime","Tall","Medium","54","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"NOH","Prime","Medium","Medium","66","Low","Low","Medium","Average","Low","Medium","Medium","LowEff","High"
"BOS","Prime","Tall","Medium","55","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"DET","Young","Tall","Medium","66","Medium","Medium","Low","Negative","High","High","Medium","Solid","Medium"
"PHX","Veteran","Medium","Medium","49","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"NYK","Young","Medium","Medium","32","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"UTA","Young","Medium","Medium","66","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"ORL","Prime","Medium","Heavy","61","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Low"
"NJN","Prime","Medium","Medium","58","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Medium"
"CHA","Young","Medium","Medium","55","Medium","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"NJN","Prime","Medium","Light","31","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"IND","Prime","Medium","Light","50","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"SAS","Prime","Medium","Medium","56","Low","Low","Low","Positive","Low","Low","Medium","Solid","Medium"
"TOR","Prime","Medium","Medium","48","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"SAC","Prime","Medium","Light","49","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Low"
"PHI","Young","Medium","Medium","65","Low","Medium","Low","Average","Low","High","Medium","LowEff","Medium"
"MIL","Prime","Tall","Medium","60","Medium","Medium","Low","Average","High","High","Medium","Solid","Low"
"HOU","Prime","Medium","Light","66","Low","Low","Medium","Average","Low","Low","Medium","Solid","High"
"DAL","Prime","Tall","Medium","61","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"NYK","Young","Medium","Medium","59","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"LAL","Veteran","Medium","Medium","27","Low","Low","Low","Positive","Low","Low","Low","LowEff","Low"
"ATL","Veteran","Tall","Medium","30","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"NOH","Prime","Medium","Light","45","Medium","Low","Medium","Negative","Low","Medium","Medium","Solid","High"
"NYK","Prime","Tall","Medium","39","Low","Low","Low","Average","High","Medium","Low","LowEff","Low"
"PHX","Prime","Medium","Medium","65","Medium","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"ATL","Veteran","Medium","Light","50","Low","Low","Low","Average","Low","Medium","Medium","Solid","High"
"WAS","Young","Tall","Medium","57","Low","Low","Low","Average","High","Medium","Low","Solid","Low"
"MIA","Veteran","Medium","Medium","51","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"TOR","Prime","Medium","Medium","62","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"OKC","Young","Medium","Medium","62","Medium","Low","Low","Positive","Low","Medium","Medium","Elite","Medium"
